Kegg	SmNV.0016.BronchSup	SmNV.0016.BAL.L.untouched	COPD.0021.BronchSup	COPD.0021.BAL.R.untouched	SmNV.0023.BronchSup	SmNV.0023.BAL.R.Untouched	SmNV.0027.Oral	SmNV.0027.BAL.L.untouched	COPD.0030.BronchSup	COPD.0030.BAL.L.untouched	SmNV.0032.Oral	SmNV.0032.BAL.R.untouched	COPD.0035.BAL.L.untouched	COPD.0035.BronchSup	COPD.0036.Oral	COPD.0036.BAL.L.Untouched	SmNV.0038.Oral	SmNV.0038.Bronch	SmNV.0038.BAL.L.untouched	SmNV.0039.Oral	SmNV.0039.BAL.L.untouched	SmNV.0005.BronchSup	SmNV.0005.BAL.L.untouched	COPD.0003.Oral	COPD.0003.BAL.L.untouched	SmNV.0008.BronchSup	SmNV.0008.BAL.L.untouched	COPD.0007.BronchSup	COPD.0007.BAL.L.untouched	SmNV.0009.Oral	SmNV.0009.BAL.L.untouched	SmNV.0004.BronchSup	SmNV.0004.BAL.L.untouched	COPD.0026.BronchSup	COPD.0026.BAL.R.untouched	COPD.0002.Bronch	COPD.0002.BronchSup	COPD.0002.BALF.L.untouched	COPD.0041.BronchSup	COPD.0041.BAL.L.untouched
K00013|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	34.103	0	1.749	0	21.868	0	6.124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.624	0	11.371	0	6.122	0	0	0	6.984	0	0	26.969	0	0	0
K00013|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	5.277	0	0	0	0	0	0	0	0	10.492	0	0	8.795	0	0	0	0	0	0	0	0	0	0	1.758	0	3.516	0	0	0	0	0	0	9.671	0	0	0
K00013|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0.875	0	0	0	0	0	0	0	0	0	0	1.75	0	0	0	0	0	0	0	0	0	0	4.325	0
K00013|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	14.843	0	0	0	0	0	0	0	6.063	0	70.827	0	0	33.111	0	0	0	4.374	0	0	0	4.374	0	2.625	0	0	0	0	0	0	4.337	0	0	0
K00013|g__Veillonella.s__Veillonella_dispar	2.659	0	2.659	0	0.887	0	56.666	0	0	0	100.093	0	0	8.784	0	0	45.147	0	0	63.785	0	1.703	0	0	0	0	0	263.19	0	3.545	0	2.624	0	0	0	0	35.391	0	19.425	0
K00013|g__Veillonella.s__Veillonella_parvula	0	0	0	0	7.068	0	15.07	0	0	0	7.091	0	0	4.342	3.544	0	1.773	0	0	10.637	0	0	0	6.205	0	0	0	9.7	0	9.749	0	0	0	1.772	0	0	62.8	7.091	4.433	0
K00013|unclassified	0	0	0	0	0	0	0	0	13.82	5.692	0	0	0	4.688	2.013	0	21.644	0	0	8.845	0	0	0	0	0	17.579	0	66.72	0	8.629	0	0	0	14.166	0	0	38.913	0	56.788	0
K00014	5.156	0	44.491	0	1141.324	0	383.229	0	297.661	34.722	712.512	0	24.263	337.869	404.877	0	1887.797	0	0	1986.897	0	85.943	0	221.653	0	149.845	0	1247.86	0	527.554	0	23.72	0	392.116	0	0	1405.777	73.965	39.586	0
K00014|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	53.181	0	7.822	0	12.515	0	4.69	0	0	13.974	1.565	0	7.825	0	0	0	0	0	0	0	0	3.023	0	23.338	0	6.26	0	0	0	9.38	0	0	59.123	0	0	0
K00014|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	1.495	0	5.988	0	41.731	0	124.965	11.858	112.026	0	11.985	165.246	16.245	0	233.57	0	0	41.86	0	1.499	0	0	0	0	0	168.341	0	156.849	0	0	0	39.797	0	0	111.201	5.988	0	0
K00014|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	4.997	0	1.667	0	0	0	0	0	0	0	0	0	26.44	0	3.333	0	0	34.983	0	0	0	0	0	0	0	0	0	6.664	0	0	0	1.404	0	0	3.333	0	0	0
K00014|g__Prevotella.s__Prevotella_melaninogenica	0	0	9.945	0	876.346	0	80.602	0	41.446	1.479	11.603	0	0	31.273	18.242	0	67.757	0	0	39.793	0	0	0	0	0	0	0	142.168	0	31.498	0	0	0	75.562	0	0	667.831	8.292	0	0
K00014|g__Rothia.s__Rothia_dentocariosa	1.495	0	0	0	2.533	0	68.724	0	0	0	44.453	0	0	16.925	32.839	0	137.568	0	0	96.511	0	18.187	0	69.878	0	0	0	29.378	0	38.57	0	0	0	0	0	0	1.493	4.34	1.225	0
K00014|g__Rothia.s__Rothia_mucilaginosa	3.661	0	0	0	77.475	0	114.235	0	20.734	2.987	505.736	0	3.775	65.133	285.433	0	425.992	0	0	1580.486	0	19.822	0	136.391	0	131.23	0	611.312	0	224.367	0	8.168	0	6.559	0	0	193.382	31.251	4.48	0
K00014|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	7.094	0	0	0	0	0	0	4.253	1.418	0	30.977	0	0	5.674	0	0	0	0	0	0	0	2.837	0	5.672	0	0	0	0	0	0	4.121	0	0	0
K00014|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.71	0	0	19.573	0	0	0	0	0	0	0	0	0	1.259	0	0	0	0	0	0	0	0	2.823	0
K00014|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	19.856	0	30.811	0	33.919	0	31.196	11.273	34.003	0	7.084	23.998	17.013	0	791.469	0	0	69.498	0	40.915	0	5.672	0	0	0	57.799	0	14.18	0	4.112	0	202.153	0	0	117.926	24.094	16.95	0
K00014|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00014|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	2.778	0	0	0	1.256	0	0	0	0	0	0	1.193	0	0	4.165	0	0	1.387	0	0	0	0	0	0	0	79.136	0	5.554	0	0	0	5.25	0	0	2.776	0	0	0
K00014|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	12.627	0	0	0	0	0	1.418	0	0	0	72.103	0	0	7.092	0	0	0	4.243	0	0	0	0	0	12.527	0	0	0	0	0	0	2.833	0	0	0
K00014|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	2.837	0	0	0	0	0	0	0	0	0	1.418	0	22.689	0	0	4.253	0	0	0	0	0	0	0	1.418	0	0	0	0	0	0	0	0	29.445	0	0	0
K00014|unclassified	0	0	5.42	0	90.487	0	15.219	0	66.806	7.125	0	0	0	15.874	4.263	0	76.395	0	0	85.787	0	5.519	0	5.468	0	15.593	0	132.134	0	24.154	0	11.441	0	52.011	0	0	212.314	0	14.108	0
K00016	3.802	0	39.027	0	420.998	0	202.963	0	274.277	41.801	306.164	0	25.762	181.013	201.454	0	1807.165	0	0	1643.901	0	120.165	0	243.356	0	126.126	0	928.684	0	160.955	0	61.921	0	288.655	0	0	981.278	20.373	596.56	0
K00016|g__Atopobium.s__Atopobium_parvulum	1.221	0	0	0	78.043	0	4.883	0	47.498	0	34.172	0	0	8.456	1.22	0	4.88	0	0	71.934	0	34.156	0	0	0	12.029	0	58.596	0	14.645	0	1.221	0	0	0	0	332.367	0	1.221	0
K00016|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	7.406	0	24.675	0	0	0	9.873	0	0	0	10.997	0	61.444	0	0	30.662	0	7.401	0	34.491	0	0	0	4.935	0	9.872	0	0	0	0	0	0	0	0	0	0
K00016|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	2.283	0	0	0	0	0	0	3.425	2.283	0	43.351	0	0	5.708	0	0	0	0	0	0	0	28.494	0	2.283	0	0	0	0	0	0	2.25	0	0	0
K00016|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	5.971	0	0	0	3.584	0	0	0	0	0	64.225	0	0	37.088	0	0	0	0	0	0	0	5.002	0	3.584	0	0	0	0	0	0	12.164	0	1.307	0
K00016|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	33.329	0	5.802	0	20.264	1.193	34.624	0	0	33.804	2.389	0	242.777	0	0	20.485	0	2.604	0	2.275	0	0	0	108.963	0	13.533	0	0	0	26.098	0	0	14.7	3.268	0	0
K00016|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	18.943	0	47.69	0	42.859	0	47.783	14.33	38.205	0	14.31	52.397	11.82	0	885.934	0	0	59.551	0	15.488	0	10.738	0	0	0	115.857	0	23.85	0	0	0	205.355	0	0	67.386	7.168	8.092	0
K00016|g__Streptococcus.s__Streptococcus_parasanguinis	2.581	0	9.041	0	20.664	0	32.186	0	32.296	18.001	115.123	0	6.458	16.705	31.001	0	179.949	0	0	130.324	0	0	0	56.555	0	35.621	0	284.517	0	25.719	0	14.204	0	13.923	0	0	146.416	1.292	23.086	0
K00016|g__Streptococcus.s__Streptococcus_peroris	0	0	0	0	0	0	0	0	5.836	3.499	0	0	0	0	0	0	2.353	0	0	6.965	0	0	0	0	0	0	0	17.664	0	0	0	0	0	0	0	0	0	0	0	0
K00016|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	64.518	0	47.419	0	12.08	4.778	50.811	0	4.994	31.751	122.063	0	136.561	0	0	1118.416	0	8.41	0	87.61	0	26.279	0	170.774	0	37.632	0	15.999	0	0	0	0	77.444	3.69	120.859	0
K00016|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	14.335	0	0	0	0	0	0	7.16	5.974	0	59.466	0	0	18.843	0	0	0	4.776	0	0	0	4.778	0	8.359	0	0	0	0	0	0	1.098	0	0	0
K00016|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	10.753	0	0	0	0	0	0	0	0	1.193	7.081	0	99.147	0	0	21.453	0	0	0	0	0	0	0	20.266	0	0	0	0	0	0	0	0	45.863	1.195	0	0
K00016|g__Veillonella.s__Veillonella_parvula	0	0	0	0	18.792	0	22.55	0	0	0	1.253	0	0	3.592	0	0	0	0	0	31.313	0	0	0	6.266	0	0	0	12.528	0	7.517	0	4.895	0	0	0	0	46.093	3.759	5.008	0
K00016|unclassified	0	0	11.044	0	139.804	0	0	0	108.521	0	18.519	0	0	22.531	6.626	0	27.078	0	0	91.158	0	52.106	0	40.644	0	52.197	0	96.308	0	13.96	0	25.603	0	43.279	0	0	235.497	0	436.987	0
K00018	9.992	0	2.506	0	976.993	0	73.274	0	117.147	8.452	60.84	0	8.766	69.824	65.068	0	193.402	0	0	98.15	0	4.992	0	0	0	0	0	243.641	0	138.864	0	0	0	143.554	0	0	709.485	23.236	0	0
K00018|g__Haemophilus.s__Haemophilus_parainfluenzae	1.253	0	2.506	0	6.266	0	23.69	0	39.74	6.264	47.603	0	7.519	46.116	8.766	0	111.167	0	0	18.794	0	0	0	0	0	0	0	47.553	0	55.124	0	0	0	23.743	0	0	52.189	0	0	0
K00018|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.894	0	0	0	0	27.189	0	0	0	0	0	0	0	0	0	12.298	0	0	0	0	0	0	8.678	0	0	0
K00018|g__Prevotella.s__Prevotella_melaninogenica	8.739	0	0	0	869.889	0	42.441	0	6.241	0	0	0	1.247	23.708	9.984	0	62.386	0	0	52.167	0	4.992	0	0	0	0	0	131.735	0	48.552	0	0	0	66.681	0	0	482.573	17.376	0	0
K00018|unclassified	0	0	0	0	100.838	0	7.143	0	71.166	2.187	13.237	0	0	0	4.424	0	19.848	0	0	0	0	0	0	0	0	0	0	64.352	0	22.891	0	0	0	53.13	0	0	166.044	5.86	0	0
K00020	0	0	0	0	97.995	0	0	0	98.596	1.093	9.803	0	5.353	0	1.093	0	3.279	0	0	77.257	0	7.643	0	0	0	17.786	0	101.197	0	17.616	0	9.316	0	2.186	0	0	316.299	0	71.539	0
K00020|g__Atopobium.s__Atopobium_parvulum	0	0	0	0	56.562	0	0	0	30.533	1.093	9.803	0	5.353	0	1.093	0	3.279	0	0	44.707	0	7.643	0	0	0	14.095	0	56.819	0	8.741	0	2.122	0	2.186	0	0	149.789	0	4.368	0
K00020|unclassified	0	0	0	0	41.433	0	0	0	68.063	0	0	0	0	0	0	0	0	0	0	32.55	0	0	0	0	0	3.692	0	44.378	0	8.875	0	7.194	0	0	0	0	166.51	0	67.171	0
K00024	22.476	0	33.534	0	1314.426	0	107.747	0	716.465	40.038	292.212	0	34.027	170.556	158.94	0	293.956	0	0	568.698	0	45.233	0	11.107	0	159.598	0	954.133	0	256.843	0	80.026	0	205.114	0	0	2114.579	56.33	8.514	0
K00024|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	17.47	0	0	0	5.376	0	12.061	0	0	0	0	0	17.429	0	0	0	0	0	0	0	0	5.367	0	10.753	0	19.792	0	0	0	0	0	0	37.346	0	0	0
K00024|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	7.634	0	2.543	0	58.505	7.509	71.137	0	11.447	88.475	3.817	0	92.849	0	0	16.536	0	0	0	0	0	0	0	39.211	0	58.4	0	0	0	7.63	0	0	27.458	5.089	0	0
K00024|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	11.696	0	8.184	0	0	0	0	0	0	0	0	0	22.211	0	7.016	0	0	48.899	0	0	0	0	0	0	0	0	0	9.35	0	0	0	0	0	0	0	1.17	0	0
K00024|g__Prevotella.s__Prevotella_histicola	7.055	0	10.571	0	196.142	0	11.861	0	476.864	22.52	42.686	0	9.487	35.109	24.83	0	0	0	0	110.305	0	35.551	0	0	0	96.403	0	473.051	0	33.155	0	41.289	0	24.701	0	0	1104.895	23.721	3.557	0
K00024|g__Prevotella.s__Prevotella_melaninogenica	15.421	0	8.302	0	884.156	0	75.764	0	106.56	6.91	33.209	0	11.858	33.918	21.253	0	77.097	0	0	74.607	0	4.744	0	0	0	0	0	280.431	0	53.361	0	9.407	0	83.541	0	0	826.817	9.489	0	0
K00024|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	12.193	0	8.639	0	1.235	0	112.239	0	1.235	7.403	77.749	0	65.411	0	0	254.069	0	4.938	0	11.107	0	31.978	0	116.857	0	54.307	0	0	0	0	0	0	33.139	11.107	2.419	0
K00024|unclassified	0	0	2.965	0	188.647	0	8.941	0	67.925	3.097	20.88	0	0	5.651	9.08	0	34.153	0	0	64.282	0	0	0	0	0	25.851	0	33.828	0	28.478	0	29.331	0	89.241	0	0	84.924	5.755	2.537	0
K00027	6.903	0	35.195	0	1504.581	0	177.885	0	534.058	51.746	179.125	0	27.323	123.02	42.297	0	315.949	0	0	484.071	0	56.139	0	16.096	0	57.905	0	1221.507	0	145.137	0	52.723	0	278.019	0	0	1471.737	13.935	135.779	0
K00027|g__Atopobium.s__Atopobium_parvulum	1.347	0	2.02	0	41.68	0	6.734	0	56.512	1.993	14.088	0	1.346	2.693	0.673	0	6.061	0	0	53.811	0	10.774	0	0	0	7.391	0	69.944	0	4.04	0	4.04	0	0.673	0	0	104.783	0	6.73	0
K00027|g__Prevotella.s__Prevotella_melaninogenica	2.716	0	9.506	0	645.542	0	52.266	0	16.226	2.035	16.948	0	1.357	23.643	9.503	0	89.501	0	0	40.683	0	4.073	0	0	0	0	0	75.944	0	34.619	0	0	0	91.967	0	0	0.666	0	0	0
K00027|g__Prevotella.s__Prevotella_salivae	0	0	0	0	225.13	0	0.629	0	4.073	1.357	6.108	0	0	3.394	0	0	12.219	0	0	12.182	0	0	0	0	0	0	0	13.554	0	0	0	0	0	0	0	0	102.11	0.678	0	0
K00027|g__Veillonella.s__Veillonella_atypica	0	0	9.468	0	220.694	0	40.71	0	264.535	35.001	66.184	0	21.779	33.976	16.027	0	46.394	0	0	180.538	0	15.121	0	2.841	0	35.826	0	481.265	0	42.604	0	24.593	0	46.265	0	0	684.515	5.681	66.855	0
K00027|g__Veillonella.s__Veillonella_dispar	2.841	0	10.415	0	168.325	0	41.639	0	82.369	9.466	43.531	0	1.894	27.254	7.575	0	120.779	0	0	84.178	0	7.573	0	5.682	0	4.734	0	367.933	0	24.586	0	10.416	0	64.82	0	0	192.609	1.894	11.299	0
K00027|g__Veillonella.s__Veillonella_parvula	0	0	3.787	0	75.389	0	35.909	0	10.373	1.894	17.945	0	0.947	32.06	8.518	0	23.668	0	0	43.551	0	4.733	0	7.573	0	0	0	136.293	0	24.552	0	0	0	26.365	0	0	136.75	5.682	5.682	0
K00027|unclassified	0	0	0	0	127.821	0	0	0	99.97	0	14.322	0	0	0	0	0	17.326	0	0	69.128	0	13.865	0	0	0	9.954	0	76.573	0	14.736	0	13.674	0	47.929	0	0	250.304	0	45.213	0
K00029	0.855	0	1.788	0	113.769	0	30.219	0	127.483	5.265	77.554	0	23.401	91.695	7.396	0	174.402	0	0	34.957	0	0	0	0	0	3.622	0	162.42	0	67.182	0	4.477	0	191.897	0	0	319.113	14.222	0	0
K00029|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	41.555	0	4.529	0	25.349	1.812	6.339	0	0	0	0	0	19.022	0	0	2.717	0	0	0	0	0	3.622	0	11.773	0	8.149	0	0	0	0.906	0	0	34.226	1.812	0	0
K00029|g__Haemophilus.s__Haemophilus_parainfluenzae	0.855	0	0	0	4.273	0	10.492	0	40.508	3.453	60.419	0	5.126	60.094	0	0	87.468	0	0	14.735	0	0	0	0	0	0	0	40.95	0	29.568	0	0	0	44.112	0	0	36.053	0	0	0
K00029|unclassified	0	0	1.788	0	67.941	0	15.198	0	61.626	0	10.797	0	18.275	31.601	7.396	0	67.912	0	0	17.505	0	0	0	0	0	0	0	109.697	0	29.465	0	4.477	0	146.879	0	0	248.834	12.409	0	0
K00030	0	0	0	0	0	0	0	0	12.947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.553	0	0	0
K00030|unclassified	0	0	0	0	0	0	0	0	12.947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.553	0	0	0
K00031	0	0	0	0	25.159	0	10.903	0	18.371	0	9.06	0	3.766	16.212	17.719	0	98.926	0	0	44.192	0	10.217	0	1.91	0	9.404	0	26.738	0	32.92	0	0	0	42.661	0	0	33.645	0	9.113	0
K00031|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	18.269	0	0.494	0	9.821	0	2.469	0	0	1.481	0.494	0	4.42	0	0	0	0	0	0	0	0	0	0	5.431	0	10.369	0	0	0	1.481	0	0	21.165	0	0	0
K00031|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0.951	0	0	0	0	0	0	0	0	0	0.952	0	0	1.905	0	1.907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00031|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	9.458	0	0	0	6.591	0	3.766	0	10.327	0	62.986	0	0	35.76	0	0	0	1.91	0	0	0	7.541	0	10.37	0	0	0	0	0	0	0.942	0	0	0
K00031|unclassified	0	0	0	0	6.89	0	0	0	8.55	0	0	0	0	14.731	6.898	0	30.568	0	0	6.527	0	8.31	0	0	0	9.404	0	13.766	0	12.18	0	0	0	41.18	0	0	11.539	0	9.113	0
K00033	1.532	0	14.611	0	120.456	0	158.584	0	218.752	32.073	371.453	0	23.173	190.86	143.03	0	1166.49	0	0	791.021	0	42.285	0	126.902	0	154.457	0	805.401	0	232.223	0	41.008	0	216.375	0	0	363.905	26.455	235.171	0
K00033|g__Haemophilus.s__Haemophilus_parainfluenzae	1.532	0	2.299	0	24.519	0	13.741	0	44.428	6.896	52.804	0	12.257	50.283	16.855	0	131.616	0	0	19.846	0	1.533	0	0	0	0	0	64.975	0	62.031	0	0	0	75.558	0	0	49.52	3.065	0	0
K00033|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	1.512	0	33.863	0	0	0	28.714	0	0	8.287	10.567	0	63.344	0	0	39.214	0	3.023	0	33.252	0	0	0	3.023	0	12.085	0	0	0	0	0	0	0	0.756	0	0
K00033|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	27.206	0	37.75	0	3.023	0	118.466	0	0	34.574	67.18	0	94.267	0	0	431.296	0	5.29	0	23.382	0	51.357	0	160.934	0	47.553	0	0	0	0	0	0	63.118	18.093	4.461	0
K00033|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0.771	0	0	0	2.352	0	0	0	4.705	0	30.551	0	0	30.526	0	1.569	0	0	0	0	0	11.707	0	0	0	0	0	0	0	0	0	0	0	0
K00033|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	29.735	0	24.29	0	47.615	5.483	33.68	0	4.706	40.468	3.922	0	238.074	0	0	28.184	0	0	0	20.318	0	0	0	238.768	0	32.135	0	0	0	20.368	0	0	52.888	0	0	0
K00033|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0.784	0	6.246	0	9.411	3.855	6.275	0	0.784	7.829	2.344	0	106.34	0	0	9.382	0	3.878	0	8.625	0	0	0	57.987	0	7.839	0	0	0	3.853	0	0	13.998	0	0	0
K00033|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	12.312	0	24.56	0	41.923	0	82.723	14.436	129.161	0	5.426	37.007	28.542	0	384.523	0	0	197.531	0	3.107	0	41.325	0	71.567	0	201.434	0	35.558	0	8.306	0	26.671	0	0	174.288	4.542	31.033	0
K00033|g__Streptococcus.s__Streptococcus_peroris	0	0	0	0	0	0	0	0	5.157	1.402	0	0	0	0	1.485	0	59.283	0	0	9.608	0	0	0	0	0	0	0	51.142	0	0	0	0	0	0	0	0	0	0	0	0
K00033|unclassified	0	0	0	0	12.14	0	0	0	26.395	0	0	0	0	12.411	7.431	0	58.491	0	0	25.436	0	23.885	0	0	0	31.533	0	15.43	0	35.023	0	32.702	0	89.925	0	0	10.093	0	199.676	0
K00036	8.041	0	16.584	0	112.188	0	192.754	0	194.336	37.963	403.152	0	19.513	204.375	109.868	0	1831.175	0	0	746.198	0	58.667	0	111.505	0	122.05	0	840.134	0	217.429	0	58.809	0	320.848	0	0	456.898	34.036	134.102	0
K00036|g__Haemophilus.s__Haemophilus_parainfluenzae	2.252	0	3.002	0	9.759	0	16.513	0	57.053	6.734	89.239	0	5.255	89.929	6.005	0	113.944	0	0	30.02	0	2.252	0	0	0	0	0	50.295	0	89.27	0	0	0	25.458	0	0	32.83	2.252	0	0
K00036|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	8.561	0	0	0	16.361	0	0	0	7.131	0	64.116	0	0	36.312	0	2.858	0	30.604	0	0	0	2.137	0	11.405	0	0	0	0	0	0	1.392	4.285	0	0
K00036|g__Rothia.s__Rothia_mucilaginosa	1.305	0	0	0	28.634	0	22.122	0	2.609	0	132.277	0	0	5.82	37.7	0	57.877	0	0	293.115	0	7.098	0	23.427	0	48.12	0	149.182	0	24.7	0	0	0	3.233	0	0	51.188	11.054	1.954	0
K00036|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	2.283	0	0	0	0	0	0	0	1.522	0	50.19	0	0	12.862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0
K00036|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.153	0	0	16.015	0	0	0	0	0	0	0	3.765	0	0	0	0	0	0	0	0	0	0	1.525	0
K00036|g__Streptococcus.s__Streptococcus_infantis	0	0	1.495	0	21.687	0	20.134	0	24.66	0	20.916	0	0	36.412	4.488	0	272.979	0	0	42.617	0	0	0	5.245	0	0	0	161.267	0	19.43	0	0	0	11.918	0	0	70.594	1.5	0	0
K00036|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	1.448	0	3.736	0	29.888	0	40.203	0	32.836	17.689	27.613	0	10.463	38.592	10.462	0	837.57	0	0	86.586	0	29.136	0	11.209	0	0	0	103.787	0	17.934	0	5.199	0	190.883	0	0	101.062	13.45	20.061	0
K00036|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00036|g__Streptococcus.s__Streptococcus_parasanguinis	3.037	0	8.351	0	18.221	0	53.051	0	55.328	9.109	116.747	0	3.795	27.252	22.775	0	250.32	0	0	160.789	0	9.112	0	36.444	0	56.914	0	311.325	0	39.392	0	30.284	0	27.239	0	0	182.224	0	17.317	0
K00036|g__Streptococcus.s__Streptococcus_peroris	0	0	0	0	0	0	0	0	7.473	4.43	0	0	0	0	1.495	0	10.462	0	0	2.99	0	0	0	0	0	0	0	34.303	0	0	0	0	0	0	0	0	0	0	0	0
K00036|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	22.084	0	0	0	0	0	0	0	17.543	0	78.494	0	0	22.116	0	0	0	4.577	0	0	0	0	0	10.678	0	0	0	0	0	0	3.049	0	0	0
K00036|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	1.495	0	0	0	0	0	0	0	0	1.451	0.747	0	4.484	0	0	3.737	0	0	0	0	0	0	0	6.725	0	0	0	0	0	0	0	0	9.601	1.495	0	0
K00036|unclassified	0	0	0	0	2.506	0	7.804	0	14.376	0	0	0	0	4.919	0	0	70.997	0	0	39.038	0	8.212	0	0	0	17.016	0	17.346	0	4.62	0	23.326	0	62.117	0	0	4.196	0	93.245	0
K00046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.022	0	0	0
K00046|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.022	0	0	0
K00048	5.988	0	32.889	0	494.601	0	97.545	0	394.56	32.83	157.508	0	13.911	88.518	42.746	0	234.29	0	0	368.978	0	40.755	0	11.801	0	91.155	0	1312.212	0	130.437	0	41.748	0	128.961	0	0	1125.638	9.912	103.146	0
K00048|g__Veillonella.s__Veillonella_atypica	2.994	0	29.907	0	283.132	0	23.948	0	338.535	25.857	66.766	0	12.919	54.769	7.983	0	112.763	0	0	235.114	0	25.946	0	3.992	0	81.481	0	702.143	0	45.905	0	33.788	0	87.204	0	0	735.62	4.93	81.08	0
K00048|g__Veillonella.s__Veillonella_dispar	0	0	1.984	0	109.983	0	36.674	0	37.692	1.983	50.592	0	0.992	6.844	26.779	0	39.672	0	0	113.028	0	11.815	0	4.815	0	1.983	0	593.106	0	33.666	0	3.968	0	10.911	0	0	160.77	0.992	13.667	0
K00048|g__Veillonella.s__Veillonella_parvula	2.994	0	0.998	0	82.533	0	36.922	0	14.892	4.99	34.888	0	0	26.904	7.984	0	73.659	0	0	17.961	0	2.993	0	2.994	0	1.995	0	16.964	0	43.734	0	3.992	0	30.846	0	0	202.703	3.99	4.972	0
K00048|unclassified	0	0	0	0	18.952	0	0	0	3.441	0	5.261	0	0	0	0	0	8.197	0	0	2.875	0	0	0	0	0	5.695	0	0	0	7.132	0	0	0	0	0	0	26.545	0	3.426	0
K00052	20.68	0	67.983	0	695.182	0	240.288	0	586.842	64.464	578.529	0	60.138	270.393	149.289	0	1200.607	0	0	1443.457	0	67.863	0	167.35	0	176.002	0	1757.74	0	328.306	0	72.036	0	403.71	0	0	1679.958	37.616	203.921	0
K00052|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	50.072	0	0	0	18.436	2.179	8.711	0	0	3.268	0	0	5.447	0	0	0	0	0	0	0	0	0	0	22.74	0	14.161	0	0	0	3.252	0	0	50.939	0	0	0
