Kegg	SmNV.0016.BronchSup	SmNV.0016.BAL.L.untouched	COPD.0021.BronchSup	COPD.0021.BAL.R.untouched	SmNV.0023.BronchSup	SmNV.0023.BAL.R.Untouched	SmNV.0027.Oral	SmNV.0027.BAL.L.untouched	COPD.0030.BronchSup	COPD.0030.BAL.L.untouched	SmNV.0032.Oral	SmNV.0032.BAL.R.untouched	COPD.0035.BAL.L.untouched	COPD.0035.BronchSup	COPD.0036.Oral	COPD.0036.BAL.L.Untouched	SmNV.0038.Oral	SmNV.0038.Bronch	SmNV.0038.BAL.L.untouched	SmNV.0039.Oral	SmNV.0039.BAL.L.untouched	SmNV.0005.BronchSup	SmNV.0005.BAL.L.untouched	COPD.0003.Oral	COPD.0003.BAL.L.untouched	SmNV.0008.BronchSup	SmNV.0008.BAL.L.untouched	COPD.0007.BronchSup	COPD.0007.BAL.L.untouched	SmNV.0009.Oral	SmNV.0009.BAL.L.untouched	SmNV.0004.BronchSup	SmNV.0004.BAL.L.untouched	COPD.0026.BronchSup	COPD.0026.BAL.R.untouched	COPD.0002.Bronch	COPD.0002.BronchSup	COPD.0002.BALF.L.untouched	COPD.0041.BronchSup	COPD.0041.BAL.L.untouched
K18369|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	5.426	0	12.022	0	0	0	17.388	0	0	0	19.664	0	111.436	0	0	65.534	0	3.276	0	32.67	0	0	0	1.045	0	38.012	0	0	0	0	0	0	5.375	2.185	0	0
K18369|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	17.338	0	13.019	0	4.342	0	131.197	0	0	44.305	48.851	0	104.116	0	0	235.791	0	1.086	0	45.527	0	64.978	0	68.29	0	60.711	0	0	0	0	0	0	50.782	6.513	2.17	0
K18369|g__Streptococcus.s__Streptococcus_infantis	0	0	1.1	0	1.1	0	7.697	0	7.656	0	11.933	0	1.1	25.23	1.1	0	118.683	0	0	24.2	0	1.1	0	3.3	0	0	0	36.234	0	1.098	0	0	0	0	0	0	3.3	0	0	0
K18369|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	2.2	0	6.601	0	42.89	0	44.865	0	53.887	18.4	43.98	0	15.397	75.619	10.41	0	1406.65	0	0	105.941	0	23.061	0	8.798	0	0	0	165.925	0	8.8	0	0	0	285.85	0	0	26.263	9.899	31.837	0
K18369|g__Streptococcus.s__Streptococcus_parasanguinis	1.107	0	3.321	0	39.85	0	76.203	0	65.028	18.82	150.407	0	4.427	18.541	34.229	0	267.13	0	0	193.552	0	27.676	0	5.537	0	80.492	0	359.455	0	15.5	0	14.366	0	11.982	0	0	149.42	4.43	20.747	0
K18369|unclassified	0	0	2.847	0	10.25	0	0	0	14.583	8.982	0	0	0	7.342	0	0	73.157	0	0	6.707	0	0	0	0	0	0	0	48.186	0	17.438	0	0	0	27.411	0	0	12.183	0	0	0
K18427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18427|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.569	0	4.695	0
K18428|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.569	0	4.695	0
K18429	0	0	0	0	20.77	0	1.978	0	28.654	2.967	2.967	0	0	4.942	0	0	3.956	0	0	1.978	0	0	0	0	0	3.955	0	8.9	0	7.912	0	0	0	5.934	0	0	31.489	0	0	0
K18429|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	20.77	0	1.978	0	28.654	2.967	2.967	0	0	4.942	0	0	3.956	0	0	1.978	0	0	0	0	0	3.955	0	8.9	0	7.912	0	0	0	5.934	0	0	31.489	0	0	0
K18430	0	0	0	0	53.799	0	2.347	0	9.39	3.521	2.347	0	0	1.172	2.347	0	18.774	0	0	3.521	0	0	0	0	0	3.457	0	9.387	0	12.907	0	0	0	7.038	0	0	39.844	1.172	0	0
K18430|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	53.799	0	2.347	0	9.39	3.521	2.347	0	0	1.172	2.347	0	18.774	0	0	3.521	0	0	0	0	0	3.457	0	9.387	0	12.907	0	0	0	7.038	0	0	39.844	1.172	0	0
K18431	0	0	0	0	28.667	0	1.792	0	39.407	0	0	0	0	5.229	0	0	3.581	0	0	0	0	0	0	0	0	0	0	8.961	0	3.584	0	0	0	10.743	0	0	41.014	0	0	0
K18431|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	28.667	0	1.792	0	39.407	0	0	0	0	5.229	0	0	3.581	0	0	0	0	0	0	0	0	0	0	8.961	0	3.584	0	0	0	10.743	0	0	41.014	0	0	0
K18455	0	0	0	0	31.383	0	54.793	0	12.013	1.148	127.677	0	0	32.748	106.997	0	163.616	0	0	565.381	0	8.491	0	65.925	0	101.522	0	161.326	0	79.218	0	7.185	0	2.406	0	0	65.144	2.43	1.217	0
K18455|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	17.086	0	0	0	18.443	0	0	4.919	1.198	0	78.568	0	0	56.544	0	4.92	0	39.347	0	0	0	2.46	0	17.214	0	0	0	0	0	0	0	0	0	0
K18455|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	31.383	0	37.707	0	12.013	1.148	109.234	0	0	27.83	105.8	0	85.048	0	0	508.836	0	3.571	0	26.578	0	101.522	0	158.866	0	62.004	0	7.185	0	2.406	0	0	65.144	2.43	1.217	0
K18474	3.145	0	21.985	0	53.248	0	76.637	0	97.731	18.587	173.34	0	10.974	89.08	70.281	0	1389.378	0	0	897.274	0	31.378	0	106.157	0	42.146	0	395.69	0	46.657	0	29.212	0	142.292	0	0	243.549	29.764	98.192	0
K18474|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	4.67	0	0	0	0	0	0	0	0	0	29.585	0	0	9.346	0	0	0	0	0	0	0	4.673	0	0	0	0	0	0	0	0	0	0	0	0
K18474|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	3.115	0	0	0	0	0	32.703	0	0	17.132	0	0	0	0	0	0	0	4.67	0	0	0	0	0	0	0	0	0	0	0	0
K18474|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	3.145	0	17.291	0	26.722	0	17.291	0	42.445	13.897	56.589	0	7.859	57.964	0	0	841.88	0	0	61.323	0	18.873	0	9.427	0	0	0	62.646	0	9.431	0	0	0	116.212	0	0	57.716	15.723	4.641	0
K18474|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.436	0	0	1.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18474|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	4.695	0	10.955	0	40.664	0	32.859	4.69	80.94	0	0	17.131	29.724	0	215.718	0	0	107.746	0	9.39	0	31.294	0	21.899	0	196.586	0	12.318	0	10.802	0	26.08	0	0	125.646	4.695	12.51	0
K18474|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	15.571	0	7.786	0	6.223	0	23.35	0	3.115	10.84	29.585	0	91.865	0	0	655.08	0	3.115	0	52.867	0	20.247	0	87.067	0	24.908	0	18.41	0	0	0	0	49.193	9.346	63.123	0
K18474|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	6.226	0	0	0	9.346	0	0	0	3.115	0	65.045	0	0	3.11	0	0	0	3.115	0	0	0	18.684	0	0	0	0	0	0	0	0	0	0	0	0
K18474|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.145	7.857	0	4.717	0	0	0	0	0	0	0	0	0	0	7.862	0	0	0	0	0	0	0	0	10.994	0	0	0
K18474|unclassified	0	0	0	0	0	0	0	0	16.203	0	0	0	0	0	0	0	103.429	0	0	41.98	0	0	0	9.454	0	0	0	13.501	0	0	0	0	0	0	0	0	0	0	17.918	0
K18475	0	0	0	0	13.088	0	14.366	0	0	0	0	0	0	1.186	0	0	1.316	0	0	6.588	0	0	0	2.633	0	0	0	1.318	0	7.902	0	0	0	0	0	0	6.567	0	0	0
K18475|g__Veillonella.s__Veillonella_parvula	0	0	0	0	13.088	0	14.366	0	0	0	0	0	0	1.186	0	0	1.316	0	0	6.588	0	0	0	2.633	0	0	0	1.318	0	7.902	0	0	0	0	0	0	6.567	0	0	0
K18476	0	0	0	0	0	0	12.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.096	0	0	0	0	0	259.5	0	0	0	0	0	0
K18476|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	12.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.096	0	0	0	0	0	259.5	0	0	0	0	0	0
K18574	0	0	4.879	0	1.464	0	0	0	0	0	0	0	0	0	48.313	0	8.313	0	0	47.872	0	0	0	0	0	0	0	0	0	13.699	0	0	0	0.976	0	0	2.425	0.976	0	0
K18574|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	4.879	0	1.464	0	0	0	0	0	0	0	0	0	48.313	0	8.313	0	0	47.872	0	0	0	0	0	0	0	0	0	13.699	0	0	0	0.976	0	0	2.425	0.976	0	0
K18581	0	0	5.764	0	1.921	0	1.921	0	0	1.892	5.763	0	0	1.92	0	0	45.078	0	0	13.445	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	0	0	78.973	3.844	6.599	0
K18581|g__Streptococcus.s__Streptococcus_anginosus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92	0	0	3.842	0	0	7.682	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	0	0	3.842	0	6.599	0
K18581|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	5.764	0	0.961	0	1.921	0	0	1.892	5.763	0	0	0	0	0	21.066	0	0	0.961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.747	0	0	0
K18581|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	0.961	0	0	0	0	0	0	0	0	0	0	0	20.17	0	0	4.802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.384	3.844	0	0
K18640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.952	0	0	0	0	0	0	7.275	0	0	0	9.831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18640|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.952	0	0	0	0	0	0	7.275	0	0	0	9.831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18672	0	0	2.861	0	29.527	0	63.357	0	91.29	21.349	129.803	0	15.589	24.422	46.575	0	516.06	0	0	194.205	0	35.124	0	40.057	0	53.959	0	288.619	0	38.459	0	47.242	0	59.321	0	0	263.411	29.569	96.704	0
K18672|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	1.412	0	0	0	0	0	0	0	0	0	1.412	0	0	0	0	0	0	0	0	0	0	1.412	0	0	0	0	0	0	0	0	2.662	0	0	0
K18672|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	1.58	0	0	0	0	0	0	0	6.08	0	22.107	0	0	7.899	0	0	0	0	0	0	0	4.734	0	0	0	0	0	0	0	0	0	0	6.314	0
K18672|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	1.181	0	4.132	0	0	0	4.233	0	0	0	9.165	0	104.913	0	0	11.297	0	16.897	0	0	0	0	0	15.326	0	12.184	0	0	0	0	0	0	81.34	15.531	0	0
K18672|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.54	0	0	7.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18672|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	2.861	0	24.113	0	31.445	0	47.186	21.349	125.569	0	15.589	11.439	19.958	0	219.803	0	0	141.339	0	8.431	0	38.627	0	53.959	0	236.402	0	10.014	0	10.014	0	55.031	0	0	126.205	9.805	11.333	0
K18672|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	18.59	0	0	0	0	0	0	0	5.722	0	31.459	0	0	12.493	0	0	0	1.431	0	0	0	2.861	0	11.247	0	0	0	0	0	0	0	0	0	0
K18672|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	4.233	0	0	0	0	0	0	0	0	4.237	5.65	0	21.03	0	0	14.118	0	0	0	0	0	0	0	8.471	0	0	0	0	0	0	0	0	42.731	4.233	0	0
K18672|unclassified	0	0	0	0	0	0	6.197	0	44.104	0	0	0	0	8.746	0	0	75.796	0	0	0	0	9.796	0	0	0	0	0	19.411	0	5.014	0	37.228	0	4.29	0	0	10.473	0	79.057	0
K18682	8.48	0	44.478	0	1135.518	0	148.45	0	632.247	53.779	280.435	0	35.743	200.429	141.945	0	1690.145	0	0	1210.532	0	95.415	0	118.965	0	118.853	0	1068.666	0	160.443	0	51.897	0	435.204	0	0	1746.915	63.018	206.226	0
K18682|g__Atopobium.s__Atopobium_parvulum	1.425	0	2.12	0	51.932	0	5.695	0	68.972	1.404	13.533	0	3.561	1.425	8.546	0	11.394	0	0	39.849	0	14.242	0	0	0	11.317	0	71.731	0	5.692	0	0.712	0	0.712	0	0	215.911	0	7.78	0
K18682|g__Campylobacter.s__Campylobacter_concisus	0	0	0	0	42.312	0	2.923	0	8.04	2.922	13.889	0	0	5.114	0.731	0	5.116	0	0	9.5	0	0	0	0	0	5.847	0	18.274	0	10.923	0	0	0	5.116	0	0	35.01	4.385	0	0
K18682|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	1.432	0	0.718	0	0	0	0	0	0	0	0	0	15.082	0	0	0	0	25.01	0	0	0	0	0	0	0	0	0	12.145	0	0	0	0	0	0	2.155	0	0	0
K18682|g__Prevotella.s__Prevotella_histicola	0	0	5.746	0	66.681	0	3.59	0	320.551	18.545	70.241	0	2.826	22.165	5.746	0	0	0	0	100.4	0	33.026	0	0	0	71.65	0	310.45	0	19.345	0	9.318	0	2.838	0	0	458.826	7.183	2.155	0
K18682|g__Prevotella.s__Prevotella_melaninogenica	4.309	0	6.466	0	630.449	0	38.02	0	14.343	0.718	12.931	0	0	24.396	15.759	0	55.876	0	0	48.82	0	3.591	0	0	0	0	0	119.9	0	29.448	0	0	0	63.634	0	0	436.331	4.31	0	0
K18682|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	4.098	0	0	0	0	0	0	0	5.464	0	12.293	0	0	10.9	0	0	0	0	0	0	0	3.372	0	6.83	0	0	0	0	0	0	0	0	0	0
K18682|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	1.372	0	0	0	0	0	0	1.371	0	0	22.631	0	0	17.781	0	0	0	0	0	0	0	8.23	0	0	0	0	0	0	0	0	1.372	0	2.057	0
K18682|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	17.747	0	8.858	0	18.432	2.049	9.562	0	2.049	13.561	6.148	0	74.216	0	0	29.367	0	0	0	3.415	0	0	0	90.699	0	8.157	0	0	0	18.402	0	0	23.787	4.097	0	0
K18682|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	1.366	0	10.212	0	38.349	0	29.39	0	41.041	16.98	73.606	0	17.873	72.43	26.581	0	1197.405	0	0	93.342	0	15.631	0	13.754	0	0	0	193.162	0	28.218	0	4.712	0	233.777	0	0	156.295	23.063	24.989	0
K18682|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.806	0	0	8.879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18682|g__Streptococcus.s__Streptococcus_peroris	0	0	0	0	0	0	0	0	13.661	2.049	0	0	0	0	0	0	11.571	0	0	1.366	0	0	0	0	0	0	0	16.392	0	0	0	0	0	0	0	0	0	0	0	0
K18682|g__Streptococcus.s__Streptococcus_salivarius	1.38	0	0	0	44.753	0	28.261	0	7.591	2.76	69.692	0	2.724	21.292	47.52	0	92.464	0	0	746.102	0	5.512	0	74.479	0	26.216	0	118.563	0	13.111	0	19.878	0	0	0	0	48.615	12.421	72.356	0
K18682|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	18.439	0	0	0	0.683	0	0	0	1.366	0	65.452	0	0	25.238	0	0	0	8.878	0	0	0	1.365	0	11.61	0	0	0	0	0	0	2.048	0	0	0
K18682|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	4.78	0	0	0	0	0	0	0	0	6.118	5.464	0	28.591	0	0	10.245	0	0	0	0	0	0	0	8.157	0	0	0	0	0	0	0	0	45.587	3.415	0	0
K18682|unclassified	0	0	18.502	0	237.796	0	7.803	0	139.617	6.352	16.299	0	6.71	32.559	3.54	0	65.329	0	0	43.733	0	23.412	0	18.438	0	3.824	0	108.371	0	14.965	0	17.277	0	110.725	0	0	320.977	4.143	96.889	0
K18691	0	0	0	0	1.606	0	12.85	0	45.699	2.365	66.438	0	3.966	70.388	0.803	0	118.486	0	0	25.248	0	0	0	0	0	0	0	38.569	0	69.959	0	0	0	57.797	0	0	23.192	1.606	0	0
K18691|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	1.606	0	12.85	0	45.699	2.365	59.342	0	3.966	70.388	0.803	0	92.785	0	0	11.982	0	0	0	0	0	0	0	28.825	0	67.126	0	0	0	40.084	0	0	23.192	1.606	0	0
K18691|unclassified	0	0	0	0	0	0	0	0	0	0	7.096	0	0	0	0	0	25.701	0	0	13.266	0	0	0	0	0	0	0	9.744	0	2.833	0	0	0	17.713	0	0	0	0	0	0
K18692	0	0	10.764	0	81.704	0	95.481	0	108.375	30.732	167.682	0	3.322	71.072	41.409	0	1199.239	0	0	255.137	0	53.442	0	45.933	0	49.15	0	420.073	0	64.844	0	17.243	0	238.859	0	0	296.714	12.484	64.381	0
K18692|g__Streptococcus.s__Streptococcus_infantis	0	0	0.838	0	9.212	0	22.609	0	14.195	0.838	13.386	0	0	11.651	2.512	0	136.374	0	0	25.96	0	0	0	4.187	0	0	0	59.453	0	15.91	0	0	0	3.271	0	0	28.979	0.838	0	0
K18692|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	8.276	0	56.729	0	32.658	0	51.837	23.378	20.753	0	3.322	30.85	20.813	0	819.171	0	0	76.661	0	31.821	0	6.684	0	0	0	113.714	0	20.076	0	0	0	201.162	0	0	113.166	6.698	4.155	0
K18692|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	1.651	0	9.9	0	37.121	0	35.475	6.516	133.543	0	0	28.57	14.742	0	211.581	0	0	147.562	0	8.25	0	27.998	0	34.614	0	232.217	0	28.858	0	17.243	0	34.426	0	0	144.524	4.948	11.389	0
K18692|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	5.863	0	0	0	0	0	0	0	0	0	3.342	0	5.863	0	0	0.822	0	0	0	0	0	0	0	1.675	0	0	0	0	0	0	0	0	10.045	0	0	0
K18692|unclassified	0	0	0	0	0	0	3.094	0	6.868	0	0	0	0	0	0	0	26.25	0	0	4.132	0	13.371	0	7.064	0	14.536	0	13.014	0	0	0	0	0	0	0	0	0	0	48.837	0
K18702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.587	0
K18702|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.587	0
K18707	8.998	0	22.519	0	1245.836	0	96.666	0	613.306	37.376	171.984	0	1.665	92.652	81.955	0	180.291	0	0	315.113	0	61.357	0	1.745	0	101.94	0	721.425	0	153.7	0	53.879	0	161.028	0	0	2070.997	30.44	25.101	0
K18707|g__Atopobium.s__Atopobium_parvulum	0	0	0	0	8.018	0	4.455	0	9.802	0	7.937	0	0	0	0	0	1.7	0	0	4.408	0	2.608	0	0	0	12.475	0	17.762	0	0.891	0	1.783	0	0	0	0	40.419	0	0	0
K18707|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	5.819	0	0	0	0	0	0	0	0	0	0	3.348	45.961	0	0	0	0	51.03	0	0	0	0	0	0	0	0	0	22.61	0	0	0	0	0	0	1.674	1.675	0	0
K18707|g__Prevotella.s__Prevotella_histicola	0.831	0	0.831	0	90.201	0	8.312	0	290.923	21.449	49.04	0	0	15.612	4.985	0	0	0	0	81.334	0	25.738	0	0	0	87.72	0	160.932	0	8.31	0	24.096	0	4.135	0	0	555.342	10.778	4.965	0
K18707|g__Prevotella.s__Prevotella_melaninogenica	7.295	0	14.997	0	758.179	0	50.636	0	44.16	10.761	10.833	0	1.665	31.471	11.665	0	73.045	0	0	50.824	0	8.331	0	0	0	0	0	149.633	0	36.595	0	1.667	0	71.535	0	0	607.652	3.332	0	0
K18707|g__Veillonella.s__Veillonella_parvula	0.872	0	0.873	0	173.324	0	25.232	0	20.942	1.745	40.948	0	0	6.959	13.959	0	26.999	0	0	13.925	0	1.745	0	1.745	0	1.745	0	110.69	0	25.273	0	8.707	0	13.072	0	0	202.315	2.618	7.853	0
K18707|unclassified	0	0	0	0	216.115	0	8.032	0	247.478	3.421	63.227	0	0	35.262	5.385	0	78.547	0	0	113.591	0	22.935	0	0	0	0	0	282.408	0	60.021	0	17.626	0	72.286	0	0	663.596	12.037	12.283	0
K18775	0	0	0	0	40.661	0	25.956	0	2.512	4.451	47.641	0	1.908	10.151	43.826	0	54.673	0	0	522.762	0	3.16	0	65.47	0	28.483	0	119.928	0	22.849	0	9.445	0	0	0	0	36.099	6.996	55.19	0
K18775|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	40.661	0	25.956	0	2.512	4.451	47.641	0	1.908	10.151	43.826	0	54.673	0	0	522.762	0	3.16	0	65.47	0	28.483	0	119.928	0	22.849	0	9.445	0	0	0	0	36.099	6.996	55.19	0
K18785	4.848	0	19.483	0	1081.89	0	68.907	0	505.528	36.589	78.903	0	31.505	82.903	18.177	0	95.184	0	0	151.995	0	50.844	0	0	0	82.129	0	597.237	0	56.43	0	41.283	0	214.126	0	0	1940.274	23.024	9.697	0
K18785|g__Prevotella.s__Prevotella_histicola	2.424	0	6.05	0	95.119	0	0	0	309.389	13.236	55.648	0	4.848	8.413	6.061	0	0	0	0	66.413	0	48.42	0	0	0	82.129	0	204.303	0	18.169	0	18.129	0	24.079	0	0	527.724	6.061	9.697	0
K18785|g__Prevotella.s__Prevotella_melaninogenica	2.424	0	9.642	0	943.62	0	61.698	0	164.662	19.388	11.975	0	26.656	71.067	12.117	0	50.9	0	0	72.718	0	2.424	0	0	0	0	0	314.499	0	30.29	0	8.405	0	151.95	0	0	1326.604	16.964	0	0
K18785|unclassified	0	0	3.79	0	43.151	0	7.209	0	31.478	3.965	11.281	0	0	3.423	0	0	44.284	0	0	12.864	0	0	0	0	0	0	0	78.435	0	7.972	0	14.749	0	38.097	0	0	85.947	0	0	0
K18816	0	0	0	0	24.761	0	38.201	0	71.142	21.505	134.904	0	10.353	24.391	10.74	0	425.298	0	0	170.566	0	0	0	3.584	0	96.736	0	114.456	0	28.674	0	3.571	0	49.485	0	0	107.883	0	17.382	0
K18816|g__Streptococcus.s__Streptococcus_anginosus	0	0	0	0	3.268	0	3.39	0	0	0	0	0	0	0	0	0	0	0	0	3.268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.061	0	0	0
K18816|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	6.639	0	0	0	0	3.584	0	0	17.921	0	0	7.168	0	0	0	0	0	0	0	0	0	0	0	0	0	3.584	0	0	2.632	0	0	0
K18816|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	3.559	0	21.493	0	35.02	0	0	2.924	0	0	53.764	0	0	10.74	0	0	0	0	0	0	0	7.168	0	0	0	3.571	0	25.064	0	0	6.661	0	13.798	0
K18816|g__Streptococcus.s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18816|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	21.493	0	10.753	0	14.337	7.168	60.47	0	7.168	3.584	0	0	136.124	0	0	14.337	0	0	0	0	0	96.736	0	14.311	0	3.584	0	0	0	20.837	0	0	16.908	0	3.584	0
K18816|g__Streptococcus.s__Streptococcus_peroris	0	0	0	0	0	0	0	0	28.674	14.337	0	0	0	0	7.156	0	92.118	0	0	64.503	0	0	0	0	0	0	0	25.09	0	0	0	0	0	0	0	0	0	0	0	0
K18816|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	20.5	0	0	0	39.414	0	3.185	14.299	0	0	82.386	0	0	57.322	0	0	0	3.584	0	0	0	67.887	0	25.09	0	0	0	0	0	0	65.037	0	0	0
K18816|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.584	0	42.985	0	0	9.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.584	0	0	0
K18828	0	0	3.69	0	0	0	62.23	0	7.407	3.012	0	0	43.777	25.066	3.704	0	36.996	0	0	3.704	0	0	0	0	0	0	0	118.396	0	25.394	0	0	0	221.181	0	0	0	0	0	0
K18828|g__Prevotella.s__Prevotella_melaninogenica	0	0	3.69	0	0	0	62.23	0	7.407	3.012	0	0	43.777	25.066	3.704	0	36.996	0	0	3.704	0	0	0	0	0	0	0	118.396	0	25.394	0	0	0	40.672	0	0	0	0	0	0
K18828|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.508	0	0	0	0	0	0
K18829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.46	0	0	0	0	0	0
K18829|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.46	0	0	0	0	0	0
K18830	0	0	6.008	0	36.435	0	97.762	0	36.083	11.352	18.349	0	0	28.687	12.232	0	84.901	0	0	289.393	0	5.368	0	11.74	0	3.03	0	74.808	0	15.063	0	0	0	60.708	0	0	96.625	0	21.36	0
K18830|g__Streptococcus.s__Streptococcus_anginosus	0	0	0	0	0	0	6.098	0	0	0	0	0	0	0	0	0	3.058	0	0	6.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18830|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.576	0	0	0	0	0	0	0	0	0	0	0	0
K18830|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	3.049	0	3.058	0	0	5.422	0	0	15.291	0	0	2.967	0	0	0	3.058	0	0	0	18.349	0	3.049	0	0	0	0	0	0	6.107	0	0	0
